carat,cut,color,clarity,depth,table,x,y,z,price
0.7,4,1,2,61.9,60.0,5.6,5.67,3.49,2496
0.89,2,1,3,62.4,56.0,6.04,6.08,3.78,3429
0.41,2,2,2,63.0,56.0,4.78,4.71,2.99,904
0.31,2,0,4,62.1,57.0,4.35,4.32,2.69,877
1.02,4,4,5,63.3,60.0,6.42,6.38,4.05,5255
0.71,3,2,5,62.8,57.0,5.69,5.64,3.56,2801
1.2,4,6,3,61.8,60.0,6.76,6.83,4.2,4580
0.71,3,0,2,61.4,58.0,5.75,5.79,3.54,2913
0.76,2,1,5,61.5,59.0,5.84,5.86,3.6,3497
1.0,4,3,4,59.4,59.0,6.52,6.54,3.88,6867
0.33,2,5,1,61.1,56.0,4.45,4.49,2.73,675
0.75,2,3,4,62.3,57.0,5.83,5.86,3.64,2973
2.0,2,4,0,62.5,57.0,8.05,7.98,5.01,7204
0.43,2,3,6,61.4,57.0,4.85,4.89,2.99,1037
0.42,3,2,2,61.5,58.0,4.83,4.8,2.96,992
0.9,4,0,5,63.0,62.0,6.06,6.13,3.84,4668
1.02,4,2,5,63.2,57.0,6.34,6.41,4.03,6659
1.51,4,5,3,60.0,59.0,7.45,7.52,4.49,7841
0.23,4,0,5,60.5,61.0,3.96,3.97,2.4,357
0.3,2,1,5,62.1,55.0,4.33,4.3,2.68,844
0.72,2,4,7,60.9,56.0,5.78,5.84,3.54,3475
0.44,3,4,5,61.3,58.0,4.88,4.91,3.0,810
0.8,1,3,2,62.7,57.0,5.84,5.93,3.69,2810
1.0,4,0,2,60.3,58.0,6.44,6.49,3.9,6196
0.53,4,3,4,63.2,55.0,5.15,5.13,3.25,1727
0.41,3,3,2,62.7,58.0,4.7,4.74,2.96,719
0.73,2,3,2,62.1,54.0,5.78,5.81,3.6,2583
0.43,4,4,6,60.2,55.0,4.92,4.95,2.97,1220
0.27,4,2,1,59.4,61.0,4.23,4.26,2.52,567
0.34,3,1,5,62.6,58.0,4.45,4.43,2.78,956
0.35,2,2,5,62.4,55.0,4.51,4.53,2.82,706
1.06,3,2,5,62.2,57.0,6.58,6.53,4.08,6947
1.05,4,3,2,61.6,57.0,6.51,6.54,4.02,5197
2.01,2,4,2,61.5,55.0,8.11,8.06,4.97,14837
0.57,4,5,2,63.3,56.0,5.29,5.27,3.34,1176
1.0,1,2,3,57.3,61.0,6.64,6.59,3.79,4155
0.5,2,2,5,60.9,57.0,5.14,5.16,3.14,1749
0.32,2,5,4,60.9,56.7,4.41,4.44,2.69,529
0.4,3,1,2,61.3,59.0,4.74,4.69,2.89,945
1.5,3,0,2,61.0,61.0,7.32,7.28,4.45,11863
0.52,3,3,7,61.2,59.0,5.14,5.16,3.15,1911
0.23,4,1,6,58.6,61.0,4.02,4.04,2.36,530
0.31,2,3,5,61.8,57.0,4.36,4.34,2.69,698
0.92,2,6,4,62.4,56.0,6.23,6.19,3.88,3332
1.0,2,4,5,61.2,60.0,6.4,6.45,3.93,6133
0.54,2,5,5,61.1,55.0,5.27,5.31,3.23,1259
0.4,2,5,5,61.4,58.0,4.78,4.73,2.92,840
0.34,4,0,2,59.8,61.0,4.5,4.53,2.7,626
0.38,4,4,2,60.1,57.0,4.73,4.75,2.85,662
1.0,1,1,5,63.7,56.0,6.37,6.34,4.05,5819
0.4,4,1,4,62.8,59.0,4.63,4.67,2.92,1053
0.4,2,2,5,62.0,59.0,4.77,4.71,2.95,1059
1.78,2,4,2,62.1,57.0,7.77,7.73,4.81,12843
0.31,3,5,5,62.3,60.0,4.31,4.32,2.69,435
0.3,2,3,6,61.7,57.0,4.32,4.34,2.67,764
0.8,2,2,5,61.4,56.0,5.99,6.0,3.68,4816
0.71,1,2,5,63.6,58.0,5.67,5.62,3.59,2494
0.4,2,0,2,60.8,57.0,4.77,4.81,2.91,772
0.73,4,1,2,63.3,60.0,5.65,5.7,3.59,2523
0.4,2,1,6,61.7,57.0,4.7,4.74,2.91,1333
0.36,2,1,2,61.9,56.0,4.53,4.58,2.82,631
0.74,2,2,4,61.9,54.0,5.78,5.82,3.59,3590
0.92,2,5,2,62.1,55.0,6.24,6.29,3.89,3610
0.4,3,5,6,59.5,59.0,4.76,4.79,2.84,842
0.51,2,3,4,61.9,56.0,5.11,5.14,3.17,1668
0.5,4,2,3,62.2,54.0,5.08,5.14,3.18,997
1.12,3,3,1,60.9,57.0,6.79,6.68,4.1,9126
0.24,4,1,6,59.7,58.0,4.07,4.1,2.44,552
0.37,2,2,5,60.6,56.0,4.63,4.64,2.81,746
0.82,4,1,2,62.0,60.0,5.96,6.0,3.71,3373
1.03,1,0,3,59.3,58.0,6.57,6.61,3.91,4671
0.31,4,3,4,62.9,58.0,4.3,4.35,2.72,625
0.52,2,1,4,60.0,56.0,5.25,5.29,3.16,1883
1.28,2,1,1,60.7,57.0,7.09,6.99,4.27,18700
0.36,2,3,4,62.3,57.0,4.57,4.55,2.84,869
0.34,2,0,5,62.5,57.0,4.47,4.4,2.77,1033
0.34,3,5,6,62.4,59.0,4.4,4.44,2.76,626
1.07,2,4,2,62.0,57.0,6.51,6.56,4.05,4830
1.01,4,3,7,63.2,59.0,6.35,6.27,3.99,7267
0.41,2,2,5,61.5,56.0,4.79,4.83,2.96,1322
0.92,4,1,3,63.2,54.0,6.29,6.25,3.96,3679
0.73,3,2,5,58.7,57.0,5.97,5.92,3.49,2882
1.27,2,6,3,61.2,56.0,6.99,6.95,4.27,5021
0.31,2,2,5,62.9,56.0,4.32,4.3,2.71,802
1.22,4,4,4,62.4,59.0,6.91,6.85,4.29,7673
0.3,1,4,2,63.3,56.0,4.27,4.29,2.71,432
0.73,2,3,2,60.1,57.0,5.87,5.91,3.54,2548
0.4,3,1,5,62.2,59.0,4.71,4.74,2.94,912
1.02,4,0,2,63.2,58.0,6.41,6.35,4.03,5198
0.32,2,1,3,62.7,55.0,4.42,4.39,2.76,576
1.19,3,5,2,62.2,58.0,6.73,6.77,4.2,4777
1.5,3,2,3,60.8,59.0,7.3,7.36,4.46,9240
0.35,3,4,2,62.4,58.0,4.47,4.54,2.81,504
1.0,4,2,5,62.5,58.0,6.32,6.36,3.96,6283
1.01,4,2,5,63.1,60.0,6.39,6.36,4.02,6533
1.54,0,1,2,64.7,56.0,7.28,7.22,4.69,12581
1.13,2,4,2,62.0,57.0,6.66,6.73,4.15,4959
0.41,3,4,6,60.4,58.0,4.79,4.85,2.91,1043
0.72,2,4,3,60.9,56.0,5.87,5.78,3.55,1901
1.6,4,1,3,62.0,57.0,7.47,7.54,4.65,9900
1.08,4,3,5,62.0,57.0,6.52,6.55,4.05,6168
1.29,4,5,5,61.3,58.0,6.98,7.04,4.3,6099
1.0,4,1,3,63.3,58.0,6.35,6.32,4.01,4579
0.33,4,3,7,61.2,57.0,4.42,4.44,2.71,752
1.54,3,4,0,62.0,60.0,7.4,7.32,4.56,5071
0.71,1,1,2,63.2,57.0,5.67,5.72,3.6,2494
0.67,2,3,1,61.6,55.0,5.61,5.65,3.47,3271
1.01,1,2,3,58.2,61.0,6.47,6.53,3.78,4140
0.79,2,2,7,61.9,57.0,5.93,5.96,3.68,4180
0.41,3,3,3,61.4,58.0,4.8,4.75,2.93,784
0.46,3,1,2,61.8,57.0,4.98,4.93,3.06,1035
0.53,3,2,4,59.4,58.0,5.32,5.28,3.15,1766
1.25,3,5,2,59.7,59.0,6.97,7.03,4.18,5293
1.5,1,4,2,64.3,60.0,7.23,7.14,4.62,9946
0.54,3,0,5,60.9,58.0,5.27,5.31,3.22,1892
0.31,2,5,1,62.2,54.0,4.36,4.39,2.72,652
1.11,2,3,5,61.2,56.0,6.68,6.65,4.08,6982
0.41,3,1,5,59.8,60.0,4.83,4.87,2.9,935
0.55,2,2,2,61.8,55.0,5.22,5.27,3.24,1316
0.3,4,5,4,63.5,57.0,4.29,4.24,2.71,608
0.9,2,3,4,61.6,55.0,6.27,6.23,3.85,4460
2.01,1,1,3,62.3,61.0,7.99,8.04,4.99,17115
0.5,2,3,7,61.4,57.0,5.1,5.13,3.14,1838
0.41,1,2,2,63.9,56.0,4.68,4.74,3.01,755
0.34,3,0,3,60.6,60.0,4.53,4.48,2.73,650
0.7,4,4,2,60.9,62.0,5.67,5.72,3.47,2066
0.5,1,2,3,63.8,59.0,5.02,4.95,3.18,1094
0.32,2,3,6,60.2,56.0,4.45,4.49,2.69,842
1.1,2,3,7,60.5,56.0,6.76,6.7,4.07,9215
1.89,3,3,3,62.9,58.0,7.87,7.81,4.93,10055
0.51,2,4,6,61.7,57.0,5.12,5.15,3.16,1837
0.7,2,2,6,62.2,55.0,5.69,5.66,3.53,3348
0.33,4,2,7,62.5,59.0,4.4,4.47,2.77,810
0.82,3,4,4,62.3,60.0,5.97,5.94,3.71,2985
0.53,1,1,2,57.8,57.0,5.33,5.29,3.07,1328
0.75,3,0,2,58.9,60.0,5.99,5.97,3.52,3105
2.01,4,5,4,61.5,62.0,7.94,8.07,4.92,15335
0.5,0,0,2,64.6,58.0,5.0,4.97,3.22,1323
0.35,2,4,1,62.1,54.0,4.55,4.59,2.84,887
1.21,3,6,2,59.7,60.0,6.93,6.9,4.13,4574
0.29,2,2,6,61.1,57.0,4.26,4.29,2.61,715
1.75,3,5,4,60.6,60.0,7.84,7.8,4.74,12529
0.35,2,0,5,60.6,56.0,4.54,4.57,2.76,829
0.9,4,1,3,63.4,56.0,6.15,5.99,3.85,3187
1.0,1,3,5,63.5,59.0,6.23,6.33,3.99,5860
1.01,2,3,5,61.9,56.0,6.42,6.46,3.99,6439
1.47,3,3,3,61.8,58.0,7.28,7.22,4.48,7557
1.06,2,3,3,61.0,57.0,6.61,6.56,4.02,4662
0.59,3,5,6,62.8,58.0,5.34,5.3,3.34,1837
1.01,2,4,5,61.9,57.0,6.42,6.48,3.99,5028
1.1,2,1,3,61.6,56.0,6.64,6.61,4.08,5174
1.03,3,4,4,59.2,58.0,6.66,6.61,3.92,4874
1.03,1,0,2,64.3,58.0,6.31,6.28,4.05,4441
0.78,2,3,5,62.2,57.0,5.87,5.9,3.66,3171
0.71,2,1,3,61.2,57.0,5.75,5.78,3.53,2619
0.7,4,1,7,60.7,56.0,5.77,5.82,3.52,3295
1.29,4,5,5,61.8,58.0,6.94,6.98,4.3,6537
0.8,2,4,6,61.8,57.0,5.93,5.89,3.65,3732
1.14,4,2,3,62.9,59.0,6.62,6.64,4.17,4652
0.58,2,3,5,60.0,56.0,5.45,5.48,3.28,1761
1.02,4,0,3,58.8,58.0,6.62,6.68,3.91,4964
0.51,1,1,2,63.5,54.0,5.07,5.1,3.23,1343
1.05,2,3,5,59.4,59.0,6.62,6.65,3.94,6914
0.5,4,2,5,60.6,58.0,5.07,5.12,3.09,1436
1.01,2,0,2,60.8,56.0,6.54,6.48,3.96,5939
0.72,3,2,7,61.6,59.0,5.78,5.72,3.54,3105
0.71,3,0,3,61.7,59.0,5.67,5.71,3.51,2743
2.02,4,3,3,62.8,55.0,8.06,8.11,5.08,15877
1.15,4,4,4,62.5,56.0,6.65,6.72,4.18,7040
0.54,2,4,7,60.9,57.0,5.26,5.22,3.19,1983
0.72,2,2,3,62.0,57.0,5.68,5.64,3.51,1743
1.0,4,3,2,61.0,56.7,6.44,6.47,3.94,5522
0.33,2,1,2,62.5,55.0,4.42,4.45,2.77,579
1.18,2,2,5,62.0,57.0,6.82,6.77,4.21,7560
0.7,1,5,2,61.6,63.0,5.59,5.68,3.47,1763
0.23,2,3,4,61.6,55.0,3.96,3.99,2.45,384
1.5,4,1,2,63.2,59.0,7.24,7.2,4.56,10356
1.01,3,0,2,59.8,54.0,6.6,6.5,3.93,5147
1.23,2,2,5,62.4,54.0,6.84,6.87,4.28,10342
2.24,3,6,3,62.2,59.0,8.37,8.33,5.19,13827
1.01,1,1,2,64.1,62.0,6.19,6.26,3.99,4399
0.5,1,1,4,61.0,61.0,5.07,5.12,3.11,1714
1.01,4,1,5,60.4,60.0,6.47,6.44,3.9,7094
0.34,2,3,5,62.0,56.0,4.5,4.47,2.78,765
0.33,2,4,4,61.9,56.0,4.44,4.48,2.76,579
2.51,4,1,3,63.1,56.0,8.65,8.6,5.44,16717
0.91,4,4,5,63.5,57.0,6.12,6.16,3.9,4012
0.7,4,1,5,62.8,60.0,5.59,5.65,3.53,2755
0.32,2,4,7,61.7,56.0,4.37,4.42,2.71,645
0.52,1,5,2,63.3,55.0,5.1,5.13,3.24,978
0.38,4,3,5,59.2,60.0,4.7,4.73,2.79,766
1.01,3,1,2,62.4,60.0,6.35,6.32,3.95,5002
0.23,3,1,6,61.1,60.0,4.01,3.95,2.43,680
1.01,1,3,5,63.6,56.0,6.31,6.24,3.99,10181
1.13,0,2,3,64.4,56.0,6.58,6.52,4.22,4176
0.57,2,2,4,61.8,55.0,5.33,5.35,3.3,2039
0.5,4,1,7,60.9,59.0,5.07,5.11,3.1,2003
1.04,2,1,3,62.0,55.0,6.51,6.48,4.03,4892
0.71,1,2,5,57.8,60.0,5.87,5.9,3.4,2777
1.51,1,6,5,64.0,58.0,7.27,7.24,4.64,7062
1.39,4,5,4,62.2,57.0,7.17,7.1,4.44,7893
0.5,4,1,5,62.9,59.0,5.06,5.09,3.19,1624
0.82,4,3,1,61.9,57.0,5.96,6.0,3.7,4844
0.31,2,1,6,62.3,57.0,4.32,4.35,2.7,936
0.9,4,5,2,63.5,59.0,6.1,6.05,3.86,3121
0.3,2,0,2,61.7,56.0,4.35,4.31,2.67,709
0.7,1,3,5,63.8,55.0,5.66,5.59,3.59,2496
1.53,3,4,2,62.4,60.0,7.34,7.31,4.57,8365
0.54,2,3,2,60.0,57.0,5.31,5.36,3.2,1999
0.51,2,3,4,62.5,57.0,5.07,5.14,3.19,1656
0.32,3,0,2,58.9,60.0,4.49,4.47,2.64,756
0.32,2,0,2,61.3,57.0,4.41,4.37,2.69,756
1.53,3,5,4,62.0,57.0,7.39,7.35,4.57,9877
0.44,2,4,2,61.6,56.0,4.87,4.93,3.02,911
1.01,4,4,2,61.8,59.0,6.37,6.41,3.95,4876
0.52,2,0,5,62.1,57.0,5.13,5.17,3.2,1774
0.36,2,2,7,61.5,56.0,4.58,4.61,2.82,896
1.01,3,4,3,59.9,59.0,6.51,6.48,3.89,4242
0.53,2,2,4,62.2,55.0,5.22,5.17,3.23,1908
0.32,2,3,6,61.9,55.0,4.43,4.46,2.75,814
0.36,2,4,1,61.9,57.0,4.55,4.6,2.83,947
0.38,3,1,5,60.5,58.0,4.7,4.66,2.83,1112
1.59,3,4,5,62.1,58.0,7.48,7.42,4.63,11437
1.06,4,2,1,60.6,56.0,6.62,6.69,4.03,9433
2.03,1,5,2,62.7,61.0,8.04,7.93,5.01,15339
0.3,2,1,4,61.7,57.0,4.31,4.28,2.65,911
0.32,4,2,3,62.6,56.0,4.37,4.41,2.75,421
0.77,2,0,4,62.3,56.0,5.83,5.89,3.65,4407
0.73,2,0,4,61.9,55.0,5.78,5.81,3.59,4258
0.39,4,1,4,62.5,58.0,4.67,4.7,2.93,914
1.71,1,4,5,63.7,58.0,7.57,7.54,4.81,13068
0.36,4,0,2,63.4,57.0,4.57,4.55,2.89,851
1.06,2,2,0,62.1,55.0,6.54,6.57,4.07,3544
0.7,3,1,3,62.1,59.0,5.65,5.63,3.5,2273
0.34,2,0,5,61.6,55.0,4.48,4.54,2.78,687
0.36,2,4,5,62.1,55.0,4.57,4.61,2.85,568
0.53,2,3,5,60.9,57.0,5.25,5.26,3.2,1598
0.42,2,1,2,62.1,55.0,4.79,4.81,2.98,743
1.02,3,3,5,62.0,57.0,6.48,6.43,4.0,5581
1.76,4,4,2,63.1,59.0,7.69,7.59,4.82,12288
0.31,4,5,6,62.8,55.0,4.33,4.36,2.73,571
0.55,2,3,5,62.4,56.0,5.25,5.23,3.27,1556
0.46,4,2,3,61.6,55.0,4.98,5.02,3.08,859
1.01,4,6,5,63.3,54.0,6.42,6.34,4.04,3620
0.7,4,0,5,60.8,59.0,5.67,5.71,3.46,2928
0.59,2,2,5,60.6,56.0,5.43,5.48,3.31,1834
0.46,3,5,1,59.4,60.0,5.04,5.02,2.99,1208
1.52,2,4,3,59.9,55.0,7.54,7.45,4.49,5277
1.51,1,2,2,59.5,58.0,7.35,7.44,4.4,14148
1.0,1,4,2,63.8,53.0,6.39,6.27,4.04,4596
0.33,2,1,5,61.9,54.0,4.42,4.47,2.75,723
1.0,4,1,2,63.3,56.0,6.31,6.39,4.02,5026
0.3,2,3,7,62.3,57.0,4.29,4.32,2.68,665
0.9,4,4,4,62.5,58.0,6.09,6.13,3.82,4428
1.25,3,1,2,60.9,59.0,6.98,7.02,4.26,7260
0.4,4,3,2,62.9,57.0,4.69,4.72,2.96,699
0.51,4,2,5,63.2,56.0,5.1,5.06,3.21,1574
0.41,4,0,6,61.9,60.0,4.71,4.75,2.93,1376
0.37,1,4,2,64.0,55.0,4.53,4.57,2.91,528
0.8,4,3,7,62.5,56.0,5.95,5.98,3.73,4002
0.35,3,4,3,61.6,58.0,4.49,4.54,2.78,441
1.0,3,3,6,62.1,59.0,6.4,6.29,3.94,8154
0.35,2,4,6,61.7,56.0,4.55,4.53,2.8,1024
0.32,2,6,5,62.1,54.0,4.44,4.38,2.74,504
0.71,4,4,3,63.2,58.0,5.63,5.67,3.57,2259
0.56,2,2,7,61.0,56.0,5.33,5.35,3.26,2119
0.72,2,2,2,62.1,55.0,5.73,5.8,3.58,2440
1.06,3,2,3,62.4,58.0,6.54,6.5,4.07,4452
1.07,2,4,2,61.0,56.0,6.6,6.68,4.05,5281
0.41,2,2,5,62.7,57.0,4.73,4.78,2.98,863
0.72,4,1,3,62.3,58.0,5.7,5.76,3.57,2252
1.02,1,0,3,58.9,65.0,6.59,6.54,3.87,3842
0.41,2,3,6,61.0,55.0,4.8,4.82,2.93,1123
0.48,1,0,4,59.3,58.0,5.09,5.13,3.03,1743
0.23,4,1,6,60.8,56.0,3.94,3.99,2.41,499
0.31,2,3,2,62.2,55.0,4.36,4.35,2.71,593
0.32,3,3,5,62.8,58.0,4.35,4.31,2.72,720
0.3,2,0,5,62.5,55.0,4.31,4.3,2.69,911
0.3,2,2,1,62.0,56.0,4.3,4.34,2.68,947
1.54,4,5,3,60.1,61.0,7.41,7.46,4.47,7589
0.52,4,3,6,61.1,58.0,5.19,5.22,3.18,2113
0.53,2,3,5,61.0,55.0,5.23,5.24,3.2,1625
0.36,2,4,6,62.0,54.8,4.57,4.59,2.84,764
0.7,3,4,4,62.3,59.0,5.71,5.66,3.54,2293
1.7,2,4,5,62.2,57.0,7.67,7.63,4.76,13756
0.3,2,2,2,62.5,57.0,4.27,4.31,2.68,461
0.39,2,2,1,61.0,56.0,4.72,4.75,2.89,1377
0.33,4,3,5,61.3,61.0,4.43,4.47,2.73,540
0.41,3,2,5,61.6,59.0,4.74,4.77,2.93,863
2.0,0,3,3,66.5,56.0,7.75,7.7,5.14,14208
1.01,3,3,7,63.0,59.0,6.38,6.25,3.98,7366
0.3,3,3,7,61.9,59.0,4.28,4.25,2.64,878
0.3,2,1,4,61.6,57.0,4.33,4.3,2.66,936
0.9,1,5,5,58.5,66.0,6.23,6.25,3.65,3353
1.4,2,6,2,62.1,57.0,7.17,7.14,4.44,6350
0.42,3,1,2,61.2,60.0,4.86,4.81,2.96,873
0.62,4,0,4,63.4,55.0,5.46,5.43,3.45,2310
1.05,0,5,0,61.8,66.0,6.48,6.37,3.97,2396
1.51,3,4,4,62.4,60.0,7.34,7.27,4.56,10939
1.51,3,4,2,62.8,60.0,7.22,7.14,4.51,7759
1.01,3,0,2,61.8,58.0,6.42,6.37,3.95,6075
1.51,4,5,7,61.9,56.0,7.35,7.38,4.56,9416
0.34,2,2,1,62.3,54.0,4.48,4.51,2.8,985
0.52,2,0,2,62.9,56.0,5.16,5.11,3.23,1605
0.54,2,0,5,61.1,56.0,5.25,5.29,3.22,1892
0.28,3,1,6,62.9,52.0,4.21,4.18,2.64,828
0.91,4,2,7,62.6,59.0,6.1,6.16,3.84,5733
1.1,2,2,5,60.0,57.0,6.76,6.71,4.04,6166
0.43,2,0,2,61.6,56.0,4.86,4.82,2.98,1036
0.91,3,1,4,60.6,58.0,6.32,6.25,3.81,5101
1.01,4,3,3,63.2,58.0,6.42,6.35,4.04,3275
0.36,2,0,2,61.2,57.0,4.63,4.59,2.82,851
1.3,3,2,3,61.1,58.0,7.02,6.98,4.28,6261
0.84,4,2,3,62.8,57.0,5.99,6.04,3.78,2656
1.13,2,2,7,61.4,56.0,6.77,6.72,4.14,10327
0.71,4,2,5,62.8,57.0,5.64,5.69,3.56,2777
0.41,2,0,5,62.4,55.0,4.79,4.76,2.98,1076
0.31,4,0,3,62.7,59.0,4.3,4.35,2.71,462
0.43,2,2,4,61.9,56.0,4.84,4.85,3.0,774
1.24,3,6,0,61.9,55.0,6.92,6.85,4.26,2994
1.02,4,0,2,63.5,61.0,6.35,6.27,4.01,5598
0.81,4,2,2,63.1,59.0,5.85,5.79,3.67,2809
0.34,3,0,2,62.0,56.0,4.47,4.43,2.76,803
1.0,3,2,5,62.7,58.0,6.4,6.33,3.99,6608
0.9,2,3,3,62.7,55.0,6.11,6.17,3.85,3428
1.57,2,4,5,61.5,54.0,7.47,7.5,4.61,12809
0.72,3,2,3,59.3,57.0,5.89,5.85,3.48,2364
1.03,2,4,5,61.2,56.0,6.5,6.53,3.98,6123
1.0,0,5,2,66.0,56.0,6.31,6.24,4.13,2912
2.07,3,4,2,62.0,58.0,8.17,8.09,5.04,13786
0.35,2,3,5,61.0,57.0,4.54,4.57,2.78,633
1.21,3,5,2,61.7,56.0,6.87,6.82,4.22,6098
0.31,3,3,5,61.7,58.0,4.34,4.32,2.67,698
0.23,4,0,4,61.8,57.0,3.9,3.93,2.42,357
0.71,1,4,2,63.5,57.0,5.63,5.67,3.59,2096
0.7,2,1,2,62.8,55.0,5.65,5.69,3.56,2677
0.91,1,2,2,63.7,58.0,6.17,6.1,3.91,3924
0.9,0,1,3,57.5,68.0,6.37,6.33,3.65,3187
1.0,4,2,7,62.9,55.0,6.29,6.36,3.98,8555
0.71,1,5,4,63.6,56.0,5.65,5.7,3.61,2306
0.31,2,1,4,61.6,57.0,4.32,4.35,2.67,734
1.62,4,0,3,61.2,61.0,7.53,7.6,4.63,9034
0.53,2,3,7,61.4,57.0,5.17,5.2,3.18,2250
0.38,2,0,5,63.0,54.0,4.61,4.66,2.92,929
1.04,3,3,2,62.3,57.0,6.5,6.46,4.04,4467
0.39,2,1,3,61.0,55.0,4.74,4.77,2.9,614
0.3,4,2,5,62.8,58.0,4.24,4.29,2.68,605
0.3,3,3,2,61.0,57.0,4.34,4.31,2.64,574
1.22,2,4,3,61.7,56.0,6.83,6.91,4.24,5703
0.69,1,1,5,58.7,64.0,5.73,5.79,3.38,2057
0.57,2,1,5,60.4,57.0,5.36,5.4,3.25,1728
0.4,2,5,6,63.0,55.0,4.7,4.73,2.97,790
1.03,2,2,5,62.4,56.0,6.48,6.43,4.03,6751
0.7,2,4,6,60.9,57.0,5.7,5.78,3.5,3611
0.9,3,4,5,61.3,59.0,6.19,6.24,3.81,4155
1.24,0,4,3,65.0,54.0,6.76,6.73,4.38,5208
0.33,2,3,6,62.0,56.0,4.45,4.48,2.77,868
1.0,2,3,4,62.9,57.0,6.36,6.32,3.99,6290
0.9,1,2,2,58.0,58.0,6.24,6.28,3.63,3699
0.3,3,1,1,61.9,58.0,4.3,4.26,2.65,1097
0.4,4,2,3,62.1,57.0,4.7,4.74,2.93,579
0.34,2,1,2,61.7,56.0,4.52,4.49,2.78,765
0.39,2,3,4,62.2,54.3,4.66,4.69,2.91,853
0.82,2,5,4,61.6,57.0,6.0,6.05,3.71,2986
1.26,2,3,6,62.1,57.0,7.01,6.91,4.32,10916
0.54,2,2,6,61.6,55.0,5.27,5.28,3.25,2951
1.53,2,4,7,61.9,57.0,7.35,7.39,4.56,12731
0.71,2,4,5,61.7,55.0,5.73,5.77,3.55,2559
2.03,4,5,3,62.8,60.0,7.99,8.05,5.04,13063
0.61,2,1,3,62.0,54.0,5.46,5.48,3.39,1368
0.5,2,1,5,61.5,57.0,5.11,5.14,3.15,1624
0.31,3,3,5,59.2,60.0,4.47,4.42,2.63,698
1.14,4,2,0,61.3,55.8,6.74,6.76,4.13,4050
0.41,2,1,5,62.3,54.0,4.74,4.8,2.97,875
0.31,3,3,1,61.6,55.0,4.42,4.38,2.71,988
0.7,0,3,3,69.3,60.0,5.41,5.35,3.72,1420
0.7,4,3,5,63.3,57.0,5.62,5.66,3.57,2538
0.9,4,3,2,63.2,62.0,6.19,6.09,3.88,3512
0.77,2,0,2,60.8,57.0,5.9,5.94,3.6,3309
0.3,2,3,7,60.6,57.0,4.35,4.33,2.63,878
1.2,4,0,3,63.1,57.0,6.68,6.75,4.24,5373
0.3,3,4,7,62.1,52.0,4.31,4.29,2.67,776
0.63,2,2,1,60.9,57.0,5.53,5.57,3.38,3749
0.3,4,3,7,62.9,55.0,4.24,4.28,2.68,684
0.4,3,2,5,62.1,58.0,4.71,4.76,2.94,842
1.64,3,1,2,59.5,58.0,7.72,7.64,4.57,14236
1.27,2,6,5,62.9,54.0,6.87,6.9,4.33,5925
0.52,4,0,3,61.7,56.0,5.14,5.17,3.18,1289
1.08,4,2,3,63.3,59.0,6.48,6.44,4.09,4167
0.51,1,4,2,63.7,56.0,5.1,5.07,3.24,1227
0.4,3,3,2,61.7,61.0,4.68,4.63,2.87,864
2.12,2,0,3,62.9,55.0,8.17,8.14,5.13,12707
0.7,2,0,2,62.5,55.0,5.68,5.72,3.56,2726
1.42,3,2,4,58.4,59.0,7.36,7.32,4.29,10338
0.71,2,3,2,62.2,56.0,5.75,5.69,3.56,2386
0.31,2,5,4,62.5,53.4,4.31,4.34,2.7,502
1.5,4,4,3,61.3,59.0,7.38,7.41,4.53,7774
0.38,3,3,1,62.5,60.0,4.64,4.61,2.89,1227
1.5,2,3,3,61.4,56.0,7.38,7.34,4.52,8736
0.33,4,3,1,62.6,55.0,4.41,4.44,2.77,898
0.3,4,5,2,63.3,59.0,4.3,4.23,2.7,506
1.72,2,5,5,62.8,57.0,7.69,7.63,4.81,11226
1.0,4,4,3,62.5,58.0,6.27,6.36,3.95,4042
0.35,2,5,7,62.4,54.0,4.51,4.53,2.82,590
0.73,2,1,5,62.7,56.0,5.75,5.8,3.62,3077
0.5,0,2,3,65.5,54.0,5.06,4.92,3.25,1031
0.33,4,1,5,62.8,56.0,4.4,4.42,2.77,627
0.37,3,1,4,60.4,58.0,4.66,4.61,2.8,1124
1.0,1,2,5,64.0,59.0,6.29,6.25,4.03,5864
1.13,2,2,2,59.7,57.0,6.82,6.79,4.06,5342
1.04,2,5,2,61.2,56.0,6.53,6.55,4.0,4846
0.5,1,0,3,63.2,56.0,5.01,5.05,3.18,1157
0.71,2,2,3,62.1,54.0,5.72,5.74,3.56,2365
0.74,2,3,7,60.9,58.0,5.85,5.88,3.57,3495
1.01,3,2,2,62.5,58.0,6.39,6.42,4.0,4899
1.5,4,2,7,63.8,59.0,7.17,7.25,4.6,16116
0.33,2,1,7,60.7,55.0,4.49,4.5,2.73,898
0.35,2,1,5,61.7,56.0,4.56,4.52,2.8,984
0.36,2,0,4,61.8,55.0,4.54,4.58,2.82,781
0.51,2,6,5,62.5,57.0,5.04,5.08,3.16,1080
0.51,3,1,2,61.8,58.0,5.11,5.15,3.17,1343
0.7,2,0,3,62.1,56.0,5.67,5.71,3.53,2575
1.01,0,1,5,64.8,59.0,6.34,6.26,4.08,4972
0.31,2,4,2,61.1,57.0,4.38,4.42,2.69,464
0.51,1,1,2,63.9,56.0,5.07,5.11,3.25,1343
0.57,4,2,2,62.0,55.0,5.32,5.37,3.32,1346
0.57,2,0,5,61.8,55.0,5.32,5.34,3.29,1981
