id,carat,cut,color,clarity,depth,table,x,y,z,price
20421,0.4,Ideal,F,VS2,62.7,56.0,4.73,4.77,2.98,842
20422,1.15,Very Good,G,VS2,60.1,60.0,6.75,6.8,4.08,7175
20423,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
20424,0.41,Premium,F,VVS2,60.6,58.0,4.84,4.79,2.92,1192
20425,0.73,Ideal,G,VVS2,61.9,56.0,5.74,5.81,3.61,3183
20426,1.03,Ideal,H,SI1,62.0,56.0,6.43,6.5,4.01,4900
20427,1.26,Ideal,E,VVS2,61.1,57.0,7.0,6.98,4.27,14300
20428,1.5,Ideal,E,SI1,60.4,59.0,7.38,7.43,4.47,12265
20429,0.3,Very Good,E,VVS1,63.5,57.0,4.27,4.23,2.7,995
20430,0.92,Ideal,E,SI2,62.3,56.0,6.21,6.25,3.88,4871
20431,1.21,Ideal,E,SI1,61.8,56.0,6.82,6.86,4.23,8863
20432,1.01,Very Good,H,VS1,63.0,55.0,6.35,6.41,4.02,5055
20433,1.01,Good,E,VS2,56.7,61.0,6.71,6.66,3.79,6606
20434,0.38,Very Good,D,SI2,62.1,55.0,4.62,4.65,2.88,633
20435,0.5,Ideal,F,SI1,59.9,57.0,5.19,5.16,3.1,1286
20436,0.3,Premium,E,SI1,62.5,59.0,4.3,4.28,2.68,675
20437,1.53,Very Good,I,VS1,59.3,58.0,7.5,7.54,4.46,9823
20438,0.3,Good,D,VS1,64.3,56.0,4.22,4.27,2.73,610
20439,0.34,Ideal,G,IF,60.1,57.0,4.58,4.54,2.74,1084
20440,0.27,Ideal,G,SI1,62.2,54.0,4.13,4.17,2.58,426
20441,0.51,Ideal,F,VS1,62.5,55.0,5.13,5.08,3.19,1836
20442,1.5,Ideal,G,VVS2,61.3,56.0,7.39,7.43,4.55,17176
20443,0.92,Premium,D,SI2,62.4,58.0,6.19,6.18,3.86,4096
20444,0.34,Ideal,E,VS2,62.4,56.0,4.45,4.49,2.79,745
20445,0.72,Very Good,I,SI2,63.4,56.0,5.67,5.72,3.61,1907
20446,1.04,Good,G,VS1,63.8,57.0,6.4,6.43,4.09,7049
20447,1.01,Ideal,I,VS2,62.6,54.0,6.4,6.45,4.02,4239
20448,0.31,Ideal,F,IF,61.4,56.0,4.37,4.42,2.7,1168
20449,1.67,Premium,I,VS2,61.9,56.0,7.64,7.6,4.72,10736
20450,1.01,Ideal,G,SI2,59.5,57.0,6.56,6.59,3.91,4079
20451,1.4,Ideal,H,IF,60.9,57.0,7.22,7.29,4.42,10976
20452,1.19,Premium,H,SI2,61.9,58.0,6.84,6.77,4.21,4332
20453,0.76,Ideal,I,SI1,61.8,57.0,5.89,5.83,3.62,2399
20454,1.05,Premium,H,SI2,61.4,58.0,6.58,6.54,4.03,4116
20455,0.59,Very Good,H,IF,61.7,56.0,5.42,5.48,3.36,2317
20456,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3299
20457,0.47,Ideal,E,VS2,61.7,56.0,5.01,4.98,3.08,1261
20458,0.3,Good,D,SI1,63.4,56.0,4.26,4.29,2.71,552
20459,0.64,Premium,D,SI1,62.3,58.0,5.53,5.49,3.43,2074
20460,0.5,Very Good,F,SI1,62.3,60.0,5.07,5.11,3.17,1250
20461,0.41,Premium,D,SI2,62.0,58.0,4.78,4.74,2.95,876
20462,0.5,Fair,E,SI1,65.1,58.0,5.04,4.94,3.25,1114
20463,0.81,Very Good,I,VS2,62.6,59.7,5.86,5.92,3.69,2444
20464,1.51,Ideal,G,VVS2,60.5,56.0,7.45,7.42,4.5,15303
20465,0.38,Premium,D,VVS2,60.8,55.0,4.71,4.67,2.85,1009
20466,1.22,Ideal,F,VS1,62.6,55.0,6.82,6.86,4.28,9581
20467,0.43,Ideal,H,SI1,61.6,55.0,4.87,4.9,3.01,716
20468,0.43,Ideal,G,VVS1,62.0,55.0,4.82,4.85,3.0,1207
20469,0.54,Ideal,F,VS2,61.9,56.0,5.22,5.21,3.23,1836
20470,0.76,Premium,D,VS2,60.9,58.0,5.9,5.85,3.58,2977
20471,0.59,Premium,F,SI1,62.2,60.0,5.37,5.33,3.33,2124
20472,0.99,Very Good,J,SI1,60.3,57.0,6.44,6.49,3.9,4002
20473,1.03,Ideal,F,VVS2,61.6,56.0,6.46,6.53,4.0,8701
20474,0.75,Ideal,F,SI1,62.3,57.0,5.82,5.77,3.61,2744
20475,0.3,Good,G,VS2,63.1,57.0,4.24,4.28,2.69,526
20476,0.3,Premium,E,VS2,62.1,58.0,4.31,4.29,2.67,844
20477,0.7,Ideal,J,VS1,62.2,56.0,5.67,5.71,3.54,1782
20478,0.32,Premium,G,IF,59.9,58.0,4.43,4.42,2.65,1020
20479,2.08,Ideal,J,IF,61.0,55.0,8.32,8.25,5.05,17986
20480,1.18,Premium,I,SI1,62.8,56.0,6.74,6.71,4.22,5088
20481,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,1899
20482,0.71,Fair,I,VS1,64.5,56.0,5.61,5.56,3.6,2104
20483,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,1170
20484,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,3423
20485,0.9,Premium,G,SI1,62.9,58.0,6.11,6.02,3.82,3774
20486,0.7,Premium,E,SI1,61.9,59.0,5.74,5.66,3.53,2407
20487,1.09,Premium,G,SI2,61.3,60.0,6.66,6.59,4.06,3601
20488,0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,645
20489,0.7,Premium,H,VS2,62.2,58.0,5.74,5.68,3.55,2184
20490,0.85,Very Good,F,VS2,62.2,56.0,6.01,6.08,3.76,3705
20491,1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,4829
20492,0.41,Ideal,F,IF,61.7,56.0,4.79,4.83,2.97,1439
20493,1.04,Ideal,G,VS2,61.3,57.0,6.53,6.56,4.01,7044
20494,0.73,Premium,I,VVS2,60.6,58.0,5.84,5.78,3.52,2519
20495,0.3,Very Good,G,VVS1,60.6,61.0,4.33,4.35,2.63,789
20496,0.3,Ideal,F,IF,61.3,56.0,4.3,4.34,2.65,873
20497,1.29,Ideal,G,SI1,60.9,59.0,6.99,7.04,4.27,7463
20498,1.02,Premium,F,VS1,60.8,59.0,6.49,6.46,3.94,7677
20499,0.32,Ideal,G,VS1,62.0,56.0,4.41,4.37,2.72,828
20500,1.22,Very Good,H,SI1,61.2,60.0,6.83,6.9,4.2,6071
20501,0.5,Ideal,H,VVS1,62.5,53.0,5.09,5.12,3.19,1648
20502,0.73,Ideal,E,SI2,60.4,56.0,5.81,5.89,3.54,2434
20503,0.7,Very Good,G,SI1,60.6,57.0,5.73,5.79,3.49,2042
20504,0.32,Premium,D,SI1,60.9,60.0,4.41,4.39,2.68,756
20505,1.65,Ideal,I,SI1,61.7,55.0,7.6,7.63,4.7,10365
20506,0.38,Very Good,D,VS2,63.1,55.0,4.6,4.59,2.9,1005
20507,0.31,Ideal,F,VS2,62.4,56.0,4.31,4.34,2.7,625
20508,0.41,Premium,E,SI1,61.0,59.0,4.82,4.78,2.93,969
20509,0.83,Very Good,F,SI1,62.1,58.0,5.98,6.06,3.74,3010
20510,1.01,Ideal,E,SI2,62.4,56.0,6.43,6.39,4.0,4808
20511,1.03,Premium,F,VVS2,61.3,57.0,6.53,6.49,3.99,8527
20512,1.22,Premium,E,SI1,62.6,58.0,6.78,6.8,4.25,7262
20513,1.35,Premium,E,SI2,61.5,58.0,7.11,7.06,4.36,5758
20514,1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59,9384
20515,0.73,Ideal,E,SI2,61.0,57.0,5.81,5.87,3.56,2434
20516,0.73,Ideal,E,SI2,60.9,57.0,5.83,5.8,3.54,2581
20517,1.0,Good,F,VS2,63.2,59.0,6.3,6.35,4.0,6183
20518,1.5,Good,E,VVS2,64.3,58.0,7.2,7.13,4.61,17449
20519,2.04,Premium,H,SI2,60.8,58.0,8.23,8.14,4.98,14945
20520,0.72,Premium,D,VS2,61.1,60.0,5.74,5.69,3.49,2721
20521,0.42,Premium,E,SI2,60.1,58.0,4.91,4.87,2.94,838
20522,0.73,Very Good,E,SI1,58.6,57.0,5.91,6.0,3.49,2441
20523,0.9,Very Good,H,VS1,62.3,59.0,6.12,6.17,3.83,4592
20524,0.79,Very Good,F,SI1,62.7,60.0,5.82,5.89,3.67,2878
20525,1.2,Very Good,I,SI1,63.3,57.0,6.7,6.66,4.23,4704
20526,0.93,Premium,D,SI1,60.8,59.0,6.27,6.24,3.8,4448
20527,1.2,Ideal,F,VVS1,61.1,55.0,6.86,6.89,4.2,13088
20528,0.32,Premium,F,VS2,61.3,60.0,4.4,4.37,2.69,828
20529,0.35,Ideal,H,IF,61.7,56.0,4.55,4.53,2.8,984
20530,0.33,Very Good,G,VS2,60.6,61.0,4.46,4.49,2.71,579
20531,1.01,Good,I,SI1,63.6,55.0,6.39,6.31,4.04,3959
20532,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,2297
20533,0.85,Fair,H,I1,66.9,54.0,5.98,5.75,3.94,1250
20534,2.2,Premium,J,VS1,61.7,59.0,8.34,8.3,5.13,15201
20535,0.7,Good,E,SI1,62.7,61.0,5.59,5.67,3.53,2239
20536,1.14,Ideal,J,SI1,60.2,57.0,6.81,6.71,4.07,3045
20537,1.01,Ideal,E,VS1,62.7,55.0,6.45,6.4,4.03,7665
20538,1.44,Premium,G,VS1,61.8,57.0,7.21,7.09,4.42,11588
20539,0.72,Very Good,F,VS1,62.2,58.0,5.75,5.7,3.56,2804
20540,0.83,Premium,G,SI2,62.9,57.0,5.99,5.96,3.76,2386
20541,0.8,Good,F,SI1,63.8,59.0,5.83,5.87,3.73,2941
20542,1.03,Very Good,I,SI2,63.5,58.0,6.38,6.4,4.06,5884
20543,0.41,Premium,J,VS1,60.8,61.0,4.79,4.72,2.89,830
20544,0.55,Ideal,H,VVS2,61.6,55.0,5.3,5.31,3.26,1668
20545,0.29,Ideal,E,VVS1,62.7,55.0,4.22,4.2,2.64,858
20546,0.46,Ideal,I,VVS1,61.7,57.0,4.96,4.99,3.07,974
20547,0.82,Ideal,F,VS2,61.9,57.0,5.96,5.99,3.7,3514
20548,1.02,Very Good,F,SI2,59.9,62.0,6.5,6.53,3.9,4162
20549,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,1039
20550,0.3,Ideal,E,VS1,60.6,56.0,4.35,4.36,2.64,735
20551,0.35,Ideal,F,SI2,62.8,55.0,4.53,4.48,2.83,591
20552,0.54,Very Good,G,IF,62.5,58.0,5.19,5.27,3.27,2128
20553,1.21,Ideal,H,SI1,62.4,56.0,6.85,6.8,4.26,5948
20554,0.7,Very Good,F,VS1,59.9,60.0,5.77,5.84,3.48,2810
20555,0.52,Very Good,D,VS1,62.6,59.0,5.03,5.13,3.18,1860
20556,0.36,Premium,E,VS1,61.3,58.0,4.58,4.56,2.8,1094
20557,1.21,Premium,F,VS2,62.2,60.0,6.75,6.72,4.19,9419
20558,0.7,Very Good,D,VS2,60.7,58.0,5.7,5.73,3.47,3092
20559,0.31,Premium,I,VVS2,62.1,58.0,4.37,4.33,2.7,698
20560,1.27,Premium,J,VS1,62.6,59.0,6.92,6.88,4.32,5618
20561,0.29,Ideal,E,VVS1,62.7,55.0,4.2,4.22,2.64,669
20562,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,14080
20563,2.05,Premium,G,SI2,60.1,59.0,8.3,8.2,4.96,16506
20564,1.01,Very Good,E,SI1,63.1,60.0,6.37,6.34,4.01,5002
20565,0.35,Good,E,SI2,64.0,55.0,4.45,4.49,2.86,454
20566,0.36,Very Good,I,VVS2,59.7,55.0,4.65,4.69,2.79,571
20567,1.01,Very Good,G,SI2,63.3,56.0,6.26,6.33,3.99,4228
20568,0.3,Premium,E,VS2,62.5,59.0,4.27,4.3,2.68,658
20569,0.32,Premium,H,VVS2,62.3,58.0,4.33,4.37,2.71,645
20570,1.07,Ideal,E,VS2,60.0,56.0,6.64,6.62,3.98,7190
20571,0.31,Premium,G,VS2,62.4,59.0,4.38,4.34,2.72,698
20572,1.01,Ideal,D,VVS2,61.7,57.0,6.43,6.47,3.98,10761
20573,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,2398
20574,1.05,Ideal,E,VS1,62.1,56.0,6.57,6.48,4.05,9160
20575,1.0,Premium,D,SI2,59.4,60.0,6.56,6.48,3.87,4626
20576,0.43,Premium,F,VS2,61.0,57.0,4.87,4.84,2.96,968
20577,0.56,Premium,F,VS2,60.7,57.0,5.39,5.35,3.26,2318
20578,1.0,Ideal,E,I1,61.8,56.0,6.38,6.43,3.96,3520
20579,2.09,Ideal,J,VS1,61.2,59.0,8.31,8.22,5.06,15172
20580,0.32,Premium,E,VS2,60.5,58.0,4.44,4.48,2.7,702
20581,0.9,Very Good,F,SI1,61.6,58.0,6.12,6.26,3.81,4074
20582,0.3,Ideal,G,VS1,60.6,57.0,4.38,4.4,2.66,624
20583,1.03,Ideal,G,SI2,61.7,55.0,6.48,6.52,4.01,4391
20584,0.34,Premium,G,VS2,60.2,58.0,4.55,4.52,2.73,765
20585,0.23,Very Good,D,VVS1,61.3,61.0,3.94,3.99,2.43,492
20586,0.35,Very Good,G,VS1,59.2,60.0,4.59,4.64,2.73,725
20587,1.0,Fair,H,SI1,65.5,57.0,6.26,6.21,4.08,3511
20588,2.23,Premium,J,SI1,62.1,59.0,8.29,8.33,5.16,13069
20589,0.5,Ideal,D,VS2,62.8,56.0,5.08,5.04,3.18,1845
20590,0.31,Ideal,G,SI1,62.1,54.0,4.34,4.36,2.7,493
20591,1.01,Premium,F,VS2,59.2,60.0,6.51,6.54,3.86,6416
20592,0.35,Premium,F,VS2,61.5,59.0,4.53,4.55,2.79,706
20593,0.41,Very Good,H,IF,62.9,54.0,4.71,4.74,2.97,1187
20594,0.3,Ideal,F,SI1,62.8,56.0,4.26,4.24,2.67,641
20595,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3191
20596,0.3,Very Good,F,SI1,61.7,59.0,4.29,4.33,2.66,500
20597,1.0,Fair,G,SI1,43.0,59.0,6.32,6.27,3.97,3634
20598,0.33,Ideal,H,SI1,63.0,56.0,4.42,4.41,2.78,594
20599,0.8,Ideal,F,VS2,60.9,57.0,5.98,6.04,3.66,4043
20600,1.25,Ideal,E,SI2,62.3,58.0,6.86,6.89,4.28,7289
20601,2.18,Ideal,J,VS2,60.3,57.0,8.41,8.45,5.08,16427
20602,0.54,Ideal,G,VS1,61.8,54.0,5.22,5.24,3.23,1754
20603,0.5,Premium,J,SI1,60.7,58.0,5.13,5.11,3.11,1125
20604,0.39,Ideal,D,VS1,61.8,57.0,4.68,4.7,2.9,979
20605,0.5,Premium,F,VS2,62.4,60.0,5.08,5.05,3.16,1654
20606,1.01,Premium,G,VS1,62.6,59.0,6.43,6.38,4.01,6618
20607,2.32,Very Good,H,SI2,60.6,58.0,8.56,8.6,5.2,18508
20608,0.7,Ideal,G,SI1,62.1,58.0,5.67,5.69,3.53,2276
20609,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,6152
20610,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,911
20611,0.33,Premium,I,VVS2,62.2,59.0,4.41,4.47,2.76,579
20612,0.91,Good,G,SI2,63.6,59.0,6.15,6.11,3.9,3282
20613,1.52,Ideal,I,SI1,61.9,56.0,7.37,7.42,4.58,9124
20614,1.39,Premium,F,SI1,62.1,58.0,7.16,7.1,4.43,8631
20615,0.73,Ideal,E,SI1,61.5,56.0,5.79,5.82,3.57,3453
20616,0.33,Ideal,G,VVS2,61.7,55.0,4.42,4.46,2.74,752
20617,0.37,Very Good,F,SI2,60.2,60.0,4.6,4.7,2.8,487
20618,1.15,Premium,H,SI2,62.4,57.0,6.66,6.59,4.14,4508
20619,0.55,Ideal,E,SI1,61.4,55.0,5.29,5.26,3.24,1668
20620,0.7,Very Good,F,VS2,61.4,57.0,5.73,5.76,3.53,2400
20621,0.34,Ideal,F,VVS2,61.3,56.0,4.52,4.56,2.78,848
20622,1.26,Good,J,SI1,63.9,58.0,6.78,6.74,4.32,4255
20623,0.26,Very Good,F,SI1,59.6,55.0,4.18,4.24,2.51,590
20624,0.56,Ideal,E,VVS2,62.6,54.0,5.28,5.32,3.32,2441
20625,0.3,Ideal,E,VVS2,61.2,56.0,4.34,4.38,2.67,742
20626,1.2,Ideal,I,VS1,62.1,56.5,6.8,6.84,4.23,6210
20627,1.01,Very Good,D,VS1,63.1,59.0,6.37,6.34,4.01,8101
20628,0.34,Premium,I,VVS1,61.9,58.0,4.52,4.43,2.77,803
20629,0.91,Good,E,SI1,63.7,64.0,6.09,6.03,3.86,4256
20630,1.7,Premium,H,VS2,62.4,57.0,7.6,7.54,4.72,13298
20631,0.3,Very Good,D,VVS2,60.6,58.0,4.33,4.35,2.63,2366
20632,0.75,Ideal,J,SI2,60.8,57.0,5.91,5.87,3.58,1944
20633,0.32,Very Good,F,VVS1,61.5,57.0,4.38,4.41,2.7,886
20634,0.8,Premium,F,SI1,62.7,58.0,5.91,5.93,3.71,2901
20635,0.43,Very Good,D,SI1,63.4,55.0,4.84,4.78,3.05,993
20636,1.5,Premium,G,SI1,62.9,55.0,7.28,7.24,4.57,9954
20637,1.02,Ideal,H,I1,62.1,56.0,6.4,6.45,3.99,3915
20638,1.0,Premium,E,VS2,60.4,57.0,6.49,6.46,3.91,6720
20639,0.33,Ideal,H,VVS1,61.5,56.0,4.46,4.49,2.75,730
20640,0.32,Very Good,F,VS2,61.4,58.0,4.37,4.42,2.7,556
20641,1.22,Ideal,H,VS1,62.3,55.0,6.8,6.84,4.25,7418
20642,0.32,Premium,J,VS2,61.9,58.0,4.35,4.38,2.7,393
20643,0.78,Ideal,H,SI2,61.9,54.0,5.89,5.85,3.63,2012
20644,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,4388
20645,0.41,Premium,E,SI2,62.9,58.0,4.75,4.72,2.98,876
20646,0.54,Premium,G,SI1,59.0,60.0,5.4,5.35,3.17,1389
20647,0.71,Fair,D,VS2,55.6,73.0,6.01,5.96,3.33,2368
20648,0.32,Ideal,D,VS2,61.1,56.0,4.42,4.45,2.71,713
20649,0.71,Very Good,G,SI1,63.2,58.0,5.68,5.65,3.58,2147
20650,1.13,Very Good,J,SI1,63.5,59.0,6.62,6.55,4.18,4385
20651,0.41,Ideal,F,VVS1,62.3,57.0,4.73,4.77,2.96,1295
20652,1.03,Very Good,H,VS1,61.9,59.0,6.44,6.49,4.0,6294
20653,0.4,Very Good,E,VS2,62.5,56.0,4.66,4.72,2.93,705
20654,0.34,Ideal,H,SI1,61.3,56.0,4.48,4.52,2.76,516
20655,1.04,Ideal,G,VS2,62.0,57.0,6.5,6.49,4.03,6458
20656,0.8,Ideal,H,SI1,62.4,57.0,5.97,5.95,3.72,2553
20657,1.08,Ideal,H,SI2,60.4,57.0,6.63,6.68,4.02,4455
20658,0.7,Premium,G,VS1,62.9,59.0,5.63,5.56,3.52,2329
20659,0.58,Ideal,I,VVS1,62.1,56.0,5.34,5.32,3.31,1805
20660,1.03,Premium,F,SI2,62.2,60.0,6.47,6.45,4.02,3668
20661,0.52,Ideal,G,VS1,61.6,54.0,5.21,5.24,3.22,1721
20662,1.01,Very Good,J,SI2,63.5,59.0,6.3,6.36,4.02,3462
20663,0.24,Ideal,H,VVS1,62.4,56.0,3.99,4.03,2.5,449
20664,1.06,Ideal,F,SI1,62.1,57.0,6.51,6.53,4.05,5655
20665,0.25,Ideal,E,VVS1,62.3,53.0,4.08,4.11,2.55,783
20666,0.34,Ideal,E,VVS1,62.2,56.0,4.49,4.45,2.78,1084
20667,0.51,Premium,G,VS1,61.0,58.0,5.2,5.16,3.16,1591
20668,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,4172
20669,0.43,Premium,F,VS2,61.2,59.0,4.87,4.84,2.97,968
20670,0.31,Ideal,F,VS1,62.4,55.0,4.37,4.35,2.72,744
20671,1.08,Very Good,F,SI1,58.2,63.0,6.69,6.78,3.92,5256
20672,1.06,Ideal,F,VVS2,61.1,57.0,6.57,6.62,4.03,8619
20673,0.44,Ideal,E,VVS1,59.9,57.0,4.93,4.97,2.96,1438
20674,0.55,Ideal,F,VS1,61.9,56.0,5.25,5.29,3.26,1881
20675,0.9,Ideal,F,SI1,61.5,56.0,6.25,6.2,3.83,4284
20676,0.31,Ideal,H,VS1,62.0,54.0,4.35,4.39,2.71,544
20677,1.51,Premium,G,VS2,62.7,58.0,7.31,7.2,4.55,12872
20678,0.9,Good,I,VVS1,63.6,58.0,6.1,6.14,3.89,4187
20679,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,872
20680,0.77,Premium,I,VS1,62.6,55.0,5.9,5.85,3.68,2524
20681,0.57,Fair,F,SI1,65.8,58.0,5.2,5.1,3.39,1133
20682,0.71,Good,D,VS2,63.6,54.0,5.7,5.75,3.64,4289
20683,0.39,Ideal,F,VS1,62.5,57.0,4.66,4.69,2.92,895
20684,0.32,Good,G,SI2,63.4,55.0,4.32,4.35,2.75,421
20685,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,6730
20686,0.29,Very Good,G,VS1,62.1,59.0,4.22,4.25,2.63,426
20687,0.57,Very Good,J,SI2,59.9,60.0,5.36,5.43,3.23,1235
20688,0.55,Ideal,G,VS1,61.5,57.0,5.28,5.23,3.23,1856
20689,0.3,Good,H,VVS1,63.4,57.0,4.27,4.31,2.72,684
20690,1.04,Premium,H,SI1,60.4,59.0,6.59,6.55,3.97,4368
20691,0.72,Ideal,F,VS2,62.6,56.0,5.75,5.72,3.59,2956
20692,0.38,Ideal,H,SI1,61.2,55.1,4.69,4.73,2.88,637
20693,0.3,Very Good,H,VVS1,61.1,61.0,4.27,4.3,2.62,638
20694,1.41,Ideal,F,VVS1,61.1,57.0,7.2,7.28,4.42,16545
20695,0.51,Premium,F,VS2,62.1,58.0,5.12,5.09,3.17,1687
20696,0.52,Ideal,F,VS2,61.8,55.4,5.13,5.17,3.18,1620
20697,1.0,Very Good,I,VS1,60.8,59.0,6.39,6.44,3.9,5557
20698,0.7,Premium,F,SI1,61.9,58.0,5.69,5.65,3.51,2319
20699,1.16,Ideal,G,SI2,61.6,55.0,6.8,6.78,4.18,5171
20700,2.51,Premium,J,SI2,59.3,58.0,8.83,8.87,5.25,16278
20701,0.56,Very Good,G,VS1,60.2,56.0,5.35,5.37,3.23,1686
20702,0.46,Ideal,E,VVS1,62.6,53.0,4.93,4.97,3.1,1816
20703,1.07,Ideal,E,VVS2,61.4,56.0,6.55,6.65,4.05,9863
20704,0.73,Premium,F,SI2,62.0,57.0,5.79,5.76,3.58,2329
20705,0.41,Good,G,SI1,64.3,54.0,4.68,4.72,3.02,646
20706,0.23,Good,E,VVS1,62.8,62.0,3.9,3.93,2.46,462
20707,0.33,Premium,F,SI2,62.3,58.0,4.43,4.4,2.75,557
20708,0.31,Ideal,D,SI1,62.4,53.0,4.35,4.33,2.71,732
20709,1.07,Very Good,I,SI1,61.8,60.0,6.52,6.56,4.04,4307
20710,0.41,Ideal,G,SI1,61.4,56.0,4.81,4.83,2.96,759
20711,0.73,Very Good,E,SI1,63.2,58.0,5.76,5.7,3.62,2821
20712,0.41,Ideal,G,IF,62.3,55.0,4.78,4.75,2.97,1431
20713,1.01,Ideal,E,SI2,63.0,56.0,6.34,6.3,3.98,4118
20714,0.51,Good,G,VVS2,58.1,62.0,5.24,5.3,3.06,1813
20715,1.21,Ideal,D,SI2,62.0,57.0,6.81,6.83,4.23,6190
20716,1.54,Very Good,G,SI1,61.3,59.0,7.38,7.41,4.53,10036
20717,1.59,Very Good,E,SI2,61.1,57.0,7.48,7.54,4.59,8994
20718,0.38,Premium,I,SI2,60.0,59.0,4.69,4.71,2.82,500
20719,1.32,Good,J,SI1,63.5,57.0,6.95,6.98,4.42,4573
20720,2.11,Premium,J,VS2,59.9,60.0,8.36,8.41,5.02,13046
20721,0.3,Ideal,D,VS1,61.0,57.0,4.32,4.31,2.63,835
20722,0.56,Ideal,E,VVS1,62.1,56.0,5.28,5.29,3.28,2750
20723,0.38,Ideal,I,VVS2,62.0,55.0,4.65,4.67,2.89,836
20724,0.51,Premium,F,VS2,62.7,59.0,5.04,5.07,3.17,1402
20725,1.26,Premium,I,VS2,62.4,58.0,6.88,6.94,4.31,6023
20726,0.5,Premium,F,SI2,62.2,54.0,5.14,5.08,3.18,1094
20727,0.53,Very Good,G,VVS1,60.3,54.0,5.29,5.33,3.2,1904
20728,0.7,Premium,F,SI2,61.8,60.0,5.65,5.71,3.51,2213
20729,0.38,Premium,I,VS2,60.2,58.0,4.75,4.69,2.84,812
20730,1.2,Ideal,G,VS1,62.6,54.3,6.76,6.8,4.25,8687
20731,0.44,Ideal,J,VS2,62.3,54.0,4.89,4.86,3.04,828
20732,0.58,Good,E,VS1,58.6,64.0,5.4,5.46,3.18,2185
20733,0.41,Ideal,F,VS1,61.3,57.0,4.77,4.79,2.93,1007
20734,0.32,Ideal,G,VS2,62.0,57.0,4.41,4.37,2.72,672
20735,0.74,Very Good,H,VVS1,62.4,57.0,5.76,5.81,3.61,3061
20736,2.14,Very Good,D,SI2,60.3,60.0,8.31,8.43,5.05,18526
20737,0.42,Very Good,H,VS2,62.1,54.0,4.81,4.84,2.99,755
20738,1.01,Premium,D,SI1,58.3,58.0,6.65,6.59,3.86,5305
20739,0.7,Premium,G,VS1,61.0,59.0,5.68,5.77,3.49,2512
20740,0.52,Ideal,D,VVS2,61.4,56.0,5.23,5.2,3.2,2302
20741,1.07,Ideal,H,SI2,62.8,56.0,6.5,6.56,4.1,4899
20742,0.7,Very Good,D,VS2,61.2,60.0,5.73,5.77,3.52,3131
20743,0.58,Premium,F,SI1,61.0,57.0,5.41,5.34,3.28,1634
20744,0.3,Very Good,H,VVS1,63.3,59.0,4.28,4.22,2.69,878
20745,2.02,Premium,I,SI1,61.4,58.0,8.14,8.07,4.98,14240
20746,1.2,Very Good,J,SI2,61.8,56.0,6.81,6.85,4.22,4102
20747,1.79,Ideal,J,SI1,59.8,61.0,7.87,7.91,4.72,10108
20748,0.42,Premium,D,SI2,60.1,58.0,4.83,4.88,2.92,700
20749,0.5,Premium,E,VS2,60.3,58.0,5.15,5.13,3.1,1920
20750,0.3,Ideal,F,IF,61.4,56.0,4.32,4.34,2.66,886
20751,1.01,Ideal,E,VVS1,62.0,57.0,6.45,6.39,3.98,11154
20752,0.3,Good,H,VS2,63.5,59.0,4.2,4.27,2.69,473
20753,1.6,Premium,G,SI1,62.2,58.0,7.5,7.44,4.65,11926
20754,1.01,Very Good,E,SI2,60.9,58.0,6.45,6.49,3.94,4566
20755,0.32,Ideal,H,VVS2,61.9,55.0,4.39,4.37,2.71,828
20756,0.78,Premium,H,SI2,61.1,59.0,5.91,5.88,3.6,1846
20757,1.62,Ideal,I,VS2,61.8,55.0,7.56,7.59,4.68,11217
20758,0.41,Good,H,VVS1,62.6,62.0,4.7,4.76,2.96,892
20759,1.0,Good,H,VS1,60.1,62.0,6.38,6.47,3.86,5743
20760,0.3,Ideal,G,IF,61.9,57.0,4.27,4.29,2.65,863
20761,1.01,Ideal,E,SI2,61.5,55.0,6.45,6.49,3.98,4504
20762,0.3,Ideal,E,VVS2,61.4,55.0,4.36,4.34,2.67,1125
20763,0.27,Good,E,VVS1,63.9,57.0,4.1,4.07,2.61,752
20764,1.21,Very Good,I,SI1,62.9,56.0,6.73,6.79,4.25,5245
20765,0.5,Ideal,G,VS2,62.0,57.0,5.08,5.11,3.16,1449
