id,carat,cut,color,clarity,depth,table,x,y,z
7158,1.0,Premium,F,SI1,59.4,62.0,6.55,6.52,3.88
7159,0.54,Ideal,D,VS1,62.0,56.0,5.21,5.25,3.24
7160,2.11,Premium,J,SI2,62.0,60.0,8.19,8.24,5.09
7161,1.01,Ideal,H,SI1,62.6,55.0,6.44,6.38,4.01
7162,0.5,Very Good,E,SI2,63.1,58.0,5.09,5.05,3.2
7163,0.71,Ideal,D,VVS2,61.6,54.0,5.74,5.78,3.55
7164,0.56,Ideal,E,VS1,61.8,56.0,5.33,5.28,3.28
7165,1.0,Very Good,E,SI1,61.4,60.0,6.4,6.44,3.94
7166,0.35,Ideal,F,VS2,62.1,56.0,4.54,4.57,2.83
7167,2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84
7168,0.42,Ideal,E,VVS2,61.3,56.0,4.81,4.85,2.96
7169,2.05,Premium,I,SI2,62.1,59.0,8.13,8.07,5.03
7170,0.58,Ideal,I,VS2,62.0,54.0,5.35,5.39,3.33
7171,1.62,Premium,F,VS2,61.1,60.0,7.56,7.57,4.62
7172,0.39,Premium,F,SI1,61.3,62.0,4.71,4.68,2.88
7173,0.73,Premium,E,VS1,62.6,60.0,5.75,5.68,3.58
7174,0.92,Premium,H,VS1,61.7,62.0,6.2,6.12,3.8
7175,1.73,Premium,G,VS1,62.8,57.0,7.72,7.57,4.8
7176,2.36,Ideal,I,SI2,62.8,55.0,8.47,8.5,5.33
7177,1.51,Premium,J,VS2,62.3,59.0,7.31,7.35,4.57
7178,1.09,Ideal,G,VVS1,62.1,55.0,6.58,6.63,4.1
7179,0.91,Premium,H,VS2,61.8,60.0,6.18,6.22,3.83
7180,0.71,Ideal,E,SI1,61.9,56.0,5.71,5.73,3.54
7181,2.12,Ideal,F,SI2,62.3,57.0,8.19,8.22,5.11
7182,0.43,Good,E,VS1,59.9,61.0,4.89,4.93,2.94
7183,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21
7184,1.16,Ideal,I,VS2,61.5,57.0,6.78,6.75,4.16
7185,0.3,Very Good,D,VS1,58.0,62.0,4.44,4.45,2.58
7186,0.31,Ideal,I,VVS1,62.8,55.0,4.36,4.33,2.73
7187,0.4,Ideal,F,VS1,61.4,57.0,4.74,4.77,2.92
7188,0.3,Ideal,G,VVS1,62.2,57.0,4.31,4.27,2.67
7189,1.04,Premium,H,VS2,60.4,59.0,6.51,6.66,3.98
7190,1.56,Ideal,H,VS2,62.2,56.0,7.45,7.47,4.64
7191,0.52,Premium,H,VVS2,61.1,59.0,5.21,5.17,3.17
7192,0.53,Very Good,E,VS1,58.5,61.0,5.28,5.39,3.12
7193,0.38,Ideal,F,VVS2,61.0,57.0,4.69,4.72,2.87
7194,0.91,Ideal,G,SI1,62.5,56.0,6.19,6.22,3.88
7195,1.04,Ideal,H,SI2,62.1,56.0,6.48,6.5,4.03
7196,0.52,Very Good,I,SI1,60.3,61.0,5.14,5.2,3.12
7197,0.52,Premium,D,VS2,60.9,58.0,5.22,5.16,3.16
7198,0.82,Very Good,G,SI2,62.5,56.0,5.99,6.04,3.76
7199,0.4,Very Good,E,VS1,61.8,56.0,4.74,4.77,2.94
7200,0.72,Premium,H,IF,58.7,59.0,5.94,5.88,3.47
7201,0.9,Premium,I,SI1,61.8,58.0,6.21,6.19,3.83
7202,1.01,Premium,F,SI1,58.5,60.0,6.6,6.57,3.85
7203,1.71,Good,I,SI1,63.2,57.0,7.49,7.53,4.75
7204,0.58,Ideal,G,SI1,62.0,58.0,5.33,5.38,3.32
7205,0.58,Very Good,H,SI1,62.1,55.0,5.35,5.38,3.33
7206,0.7,Very Good,G,SI1,63.3,57.0,5.58,5.63,3.55
7207,0.53,Ideal,F,VS1,62.3,55.0,5.18,5.22,3.24
7208,0.43,Premium,G,VS1,60.9,57.0,4.91,4.88,2.98
7209,0.31,Ideal,E,IF,63.0,55.0,4.34,4.37,2.73
7210,0.72,Very Good,E,SI1,60.0,57.0,5.8,5.84,3.49
7211,1.01,Very Good,G,VS1,63.1,57.0,6.38,6.33,4.01
7212,1.11,Premium,H,VS2,60.9,57.0,6.77,6.69,4.1
7213,0.54,Very Good,D,VS2,63.2,55.0,5.21,5.17,3.28
7214,0.73,Premium,I,SI2,62.0,57.0,5.79,5.76,3.58
7215,1.01,Very Good,E,SI1,63.2,59.0,6.28,6.25,3.96
7216,0.51,Premium,E,VS1,58.2,58.0,5.33,5.29,3.09
7217,0.51,Ideal,G,VS1,61.7,56.0,5.1,5.2,3.18
7218,0.53,Ideal,G,VS1,62.7,55.0,5.18,5.16,3.24
7219,1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94
7220,0.9,Very Good,E,VS2,63.4,59.0,6.19,6.11,3.9
7221,0.31,Ideal,H,VS2,62.2,53.0,4.38,4.43,2.74
7222,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68
7223,2.53,Premium,H,SI2,61.1,57.0,8.82,8.76,5.37
7224,1.05,Ideal,G,SI2,62.7,57.0,6.45,6.51,4.06
7225,0.3,Ideal,G,SI1,60.9,57.0,4.34,4.39,2.66
7226,0.92,Premium,F,SI1,61.8,59.0,6.21,6.25,3.85
7227,1.0,Good,H,VVS2,63.7,52.0,6.41,6.36,4.07
7228,0.3,Good,F,SI1,63.6,55.0,4.28,4.33,2.74
7229,0.38,Very Good,F,VS2,61.3,57.0,4.67,4.7,2.87
7230,0.3,Very Good,H,VS1,63.4,53.0,4.3,4.25,2.71
7231,0.78,Ideal,F,VS2,62.3,56.0,5.91,5.88,3.67
7232,1.15,Ideal,I,SI1,62.3,57.0,6.74,6.67,4.18
7233,0.51,Ideal,D,VS2,61.9,57.0,5.09,5.15,3.17
7234,0.7,Ideal,E,VS2,61.5,57.0,5.67,5.78,3.52
7235,1.11,Premium,E,SI2,61.6,61.0,6.66,6.61,4.09
7236,1.43,Ideal,J,SI1,60.5,58.0,7.25,7.34,4.41
7237,1.35,Very Good,I,VS2,62.1,62.0,6.97,7.05,4.35
7238,0.59,Very Good,F,SI2,63.7,57.0,5.31,5.36,3.4
7239,0.48,Ideal,G,IF,61.9,55.0,5.03,5.08,3.13
7240,0.71,Premium,G,SI2,59.9,59.0,5.82,5.79,3.48
7241,1.02,Premium,E,SI2,59.9,58.0,6.6,6.55,3.94
7242,0.71,Ideal,D,SI2,60.4,56.0,5.79,5.83,3.51
7243,1.81,Very Good,I,VS1,59.9,61.0,7.85,7.91,4.72
7244,1.08,Very Good,F,SI2,63.1,59.0,6.51,6.46,4.09
7245,1.04,Ideal,F,SI2,62.2,56.0,6.45,6.48,4.02
7246,1.0,Fair,G,I1,64.9,56.0,6.2,6.14,4.01
7247,0.51,Very Good,G,SI1,61.4,54.0,5.2,5.22,3.2
7248,0.42,Ideal,D,VVS1,61.6,56.0,4.79,4.82,2.96
7249,0.32,Ideal,E,VS2,62.0,55.0,4.41,4.37,2.72
7250,0.36,Ideal,I,VS2,61.9,56.0,4.54,4.57,2.82
7251,1.01,Good,D,SI2,63.9,57.0,6.36,6.29,4.04
7252,1.09,Premium,H,VS2,60.0,56.0,6.73,6.68,4.02
7253,0.7,Very Good,G,VS1,61.0,57.0,5.69,5.72,3.48
7254,0.7,Very Good,E,VS2,61.7,60.0,5.67,5.7,3.51
7255,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26
7256,0.3,Ideal,G,IF,62.6,57.0,4.28,4.32,2.69
7257,0.32,Ideal,E,VS2,61.3,55.0,4.43,4.47,2.73
7258,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64
7259,0.42,Ideal,H,VVS1,61.3,56.0,4.83,4.86,2.97
7260,1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97
7261,0.7,Ideal,E,SI1,62.4,55.0,5.66,5.69,3.54
7262,0.31,Good,G,VVS1,63.5,57.0,4.3,4.33,2.74
7263,0.83,Premium,H,SI1,60.0,59.0,6.08,6.05,3.64
7264,0.37,Ideal,H,VVS1,61.9,54.0,4.63,4.65,2.87
7265,0.32,Premium,E,VS2,61.2,59.0,4.4,4.43,2.7
7266,1.17,Premium,F,VS2,62.4,56.0,6.76,6.71,4.2
7267,0.72,Very Good,H,SI2,63.5,55.0,5.66,5.62,3.58
7268,0.3,Ideal,F,IF,61.3,56.0,4.33,4.35,2.66
7269,1.0,Good,J,VS2,62.0,61.0,6.36,6.45,3.97
7270,0.31,Very Good,G,VVS2,63.1,57.0,4.32,4.3,2.72
7271,0.41,Premium,E,VS1,60.7,59.0,4.79,4.77,2.9
7272,0.55,Very Good,E,SI1,63.0,59.0,5.25,5.17,3.28
7273,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69
7274,0.85,Ideal,H,SI2,61.8,54.0,6.07,6.1,3.76
7275,0.3,Very Good,F,VS2,62.7,58.0,4.25,4.3,2.68
7276,0.4,Very Good,G,SI1,60.0,63.0,4.76,4.8,2.87
7277,1.05,Premium,D,SI1,60.5,60.0,6.62,6.53,3.98
7278,0.3,Good,F,SI1,63.5,59.0,4.19,4.22,2.67
7279,0.3,Premium,H,SI1,61.2,62.0,4.31,4.28,2.63
7280,2.45,Very Good,H,SI2,63.5,58.0,8.7,8.58,5.49
7281,0.33,Ideal,F,VS2,61.2,54.0,4.47,4.49,2.74
7282,0.77,Good,E,SI2,64.1,56.0,5.84,5.77,3.72
7283,1.07,Premium,F,VS2,62.4,57.0,6.55,6.5,4.07
7284,0.32,Premium,H,VS1,61.3,60.0,4.33,4.38,2.67
7285,0.9,Very Good,E,SI1,62.6,61.0,6.06,6.11,3.81
7286,2.03,Ideal,G,SI2,61.5,57.0,8.15,8.07,4.99
7287,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74
7288,0.31,Ideal,D,VS2,61.6,55.0,4.36,4.37,2.69
7289,1.51,Ideal,G,VS2,62.2,59.0,7.28,7.34,4.55
7290,0.36,Premium,E,VVS2,61.7,59.0,4.56,4.52,2.8
7291,0.33,Ideal,D,VS2,62.5,55.0,4.41,4.45,2.77
7292,0.33,Premium,H,VVS1,61.4,59.0,4.42,4.44,2.72
7293,1.01,Premium,E,SI2,62.5,60.0,6.39,6.42,4.0
7294,0.9,Very Good,E,SI2,61.1,58.0,6.12,6.26,3.78
7295,0.3,Ideal,D,VS1,61.9,54.1,4.28,4.33,2.67
7296,1.2,Premium,H,SI2,60.9,60.0,6.91,6.81,4.18
7297,0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24
7298,0.76,Premium,E,VS2,63.0,59.0,5.79,5.76,3.64
7299,0.71,Fair,F,VS1,57.3,67.0,5.96,5.76,3.36
7300,0.5,Ideal,F,VVS2,61.6,56.0,5.08,5.11,3.14
7301,0.9,Very Good,D,SI1,62.5,63.0,6.14,6.11,3.83
7302,1.21,Good,H,SI1,63.6,56.0,6.63,6.68,4.23
7303,0.72,Premium,G,VVS2,60.7,60.0,5.87,5.8,3.54
7304,0.56,Ideal,F,SI2,61.9,55.0,5.27,5.31,3.28
7305,0.35,Ideal,E,VS1,62.0,53.6,4.53,4.55,2.81
7306,2.01,Good,E,SI1,63.8,55.0,8.0,7.96,5.09
7307,0.29,Good,F,IF,56.8,65.0,4.37,4.4,2.49
7308,0.4,Very Good,F,VVS2,60.5,57.0,4.76,4.79,2.89
7309,1.24,Premium,D,SI2,60.6,59.0,6.99,6.96,4.23
7310,1.21,Very Good,H,VS1,62.8,54.4,6.78,6.81,4.26
7311,0.33,Very Good,H,SI1,63.0,56.0,4.41,4.42,2.78
7312,0.53,Ideal,E,VS2,60.0,57.0,5.24,5.3,3.16
7313,0.54,Good,D,SI1,57.9,60.0,5.36,5.39,3.11
7314,0.4,Ideal,D,VS2,62.8,56.0,4.66,4.7,2.94
7315,0.26,Very Good,G,VVS2,62.3,56.0,4.07,4.09,2.54
7316,0.34,Ideal,D,SI1,61.2,57.0,4.51,4.48,2.75
7317,1.04,Premium,E,SI1,61.2,59.0,6.54,6.47,3.98
7318,2.16,Ideal,J,SI1,63.0,55.0,8.2,8.24,5.18
7319,0.8,Very Good,G,SI1,59.4,60.0,6.03,6.06,3.59
7320,0.9,Ideal,G,SI1,62.6,56.0,6.16,6.23,3.88
7321,0.9,Very Good,E,SI2,58.7,63.0,6.23,6.2,3.65
7322,0.43,Premium,G,VVS1,62.0,59.0,4.8,4.82,2.98
7323,0.33,Ideal,F,VS2,62.6,55.0,4.4,4.42,2.76
7324,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3
7325,1.09,Ideal,D,SI2,61.3,57.0,6.64,6.67,4.08
7326,0.33,Premium,I,VVS2,61.4,58.0,4.45,4.48,2.74
7327,0.58,Ideal,E,VS1,62.6,56.0,5.33,5.27,3.32
7328,0.92,Very Good,H,VS1,59.7,63.0,6.34,6.29,3.77
7329,0.3,Premium,G,SI1,59.8,57.0,4.37,4.32,2.6
7330,0.59,Very Good,F,SI1,61.7,57.0,5.39,5.43,3.34
7331,0.32,Premium,D,VS2,62.0,57.0,4.42,4.38,2.73
7332,0.31,Good,D,SI1,63.4,58.0,4.32,4.35,2.75
7333,0.51,Very Good,F,VS2,61.0,58.0,5.1,5.17,3.13
7334,2.01,Very Good,I,VS2,59.6,60.0,8.13,8.19,4.86
7335,0.41,Good,G,SI1,63.4,57.0,4.7,4.73,2.99
7336,1.08,Premium,G,SI2,59.8,57.0,6.72,6.66,4.0
7337,1.55,Ideal,G,VS2,61.6,55.0,7.45,7.48,4.6
7338,0.52,Very Good,G,VS2,63.0,55.0,5.13,5.16,3.24
7339,0.96,Fair,F,SI2,66.3,62.0,6.27,5.95,4.07
7340,1.01,Good,G,VS2,57.5,62.0,6.58,6.53,3.77
7341,0.4,Ideal,H,IF,61.9,56.0,4.72,4.75,2.93
7342,0.31,Ideal,F,IF,62.3,54.0,4.37,4.39,2.73
7343,1.01,Fair,F,SI2,65.3,59.0,6.28,6.24,4.09
7344,1.06,Ideal,G,VVS2,61.0,57.0,6.57,6.55,4.0
7345,1.53,Premium,H,VS1,59.4,59.0,7.58,7.51,4.48
7346,1.01,Premium,G,VVS2,61.2,59.0,6.42,6.36,3.91
7347,0.76,Ideal,H,VS2,61.9,55.0,5.85,5.88,3.64
7348,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73
7349,0.46,Very Good,E,VS2,58.9,59.4,5.05,5.1,2.99
7350,2.0,Good,D,SI2,63.8,57.0,7.93,7.88,5.04
7351,2.53,Fair,H,SI2,64.6,59.0,8.54,8.45,5.4
7352,0.57,Good,F,VS1,58.3,61.0,5.49,5.54,3.21
7353,1.35,Premium,J,VS2,61.2,61.0,7.13,7.08,4.35
7354,1.12,Very Good,E,SI2,60.9,63.0,6.65,6.59,4.03
7355,0.51,Ideal,G,VS2,62.8,55.0,5.1,5.06,3.19
7356,1.01,Premium,E,VS2,62.5,58.0,6.44,6.4,4.01
7357,1.19,Ideal,I,SI1,63.7,57.0,6.73,6.69,4.28
7358,0.7,Ideal,E,VS1,61.3,54.0,5.77,5.83,3.54
7359,1.34,Ideal,G,SI2,62.0,55.0,7.06,7.03,4.37
7360,0.5,Very Good,D,SI1,60.7,59.0,5.11,5.04,3.08
7361,0.3,Very Good,D,SI1,62.6,56.0,4.24,4.29,2.67
7362,1.07,Ideal,G,VVS2,61.8,55.0,6.57,6.61,4.07
7363,0.82,Fair,H,SI2,65.1,58.0,5.86,5.81,3.8
7364,0.33,Ideal,H,VS1,62.2,53.3,4.45,4.48,2.77
7365,0.55,Ideal,I,SI1,61.3,55.0,5.3,5.33,3.26
7366,0.35,Very Good,F,SI1,61.0,55.0,4.6,4.63,2.81
7367,0.96,Fair,E,SI2,57.7,67.0,6.49,6.46,3.73
7368,1.06,Good,H,SI1,57.2,60.0,6.84,6.74,3.88
7369,0.41,Premium,E,VS1,60.7,58.0,4.83,4.79,2.92
7370,0.44,Ideal,G,VVS1,62.0,54.0,4.89,4.91,3.04
7371,1.25,Ideal,E,VVS1,62.6,56.0,6.83,6.91,4.3
7372,1.14,Ideal,I,VS1,61.7,53.0,6.75,6.77,4.17
7373,1.71,Ideal,G,SI1,62.1,56.0,7.65,7.61,4.74
7374,0.73,Good,G,I1,63.9,55.0,5.76,5.69,3.65
7375,1.67,Very Good,I,VS1,61.6,59.1,7.61,7.64,4.7
7376,0.83,Ideal,F,SI1,61.8,55.0,6.01,6.06,3.73
7377,0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8
7378,0.5,Very Good,G,SI1,62.8,61.0,4.99,5.01,3.14
7379,0.3,Ideal,J,VS2,61.9,56.0,4.3,4.33,2.67
7380,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85
7381,0.5,Very Good,G,VVS2,62.9,57.0,5.04,5.11,3.19
7382,0.38,Very Good,G,SI1,62.0,54.8,4.64,4.67,2.89
7383,0.56,Ideal,E,VS2,61.7,54.0,5.35,5.28,3.28
7384,1.01,Good,E,SI2,63.7,55.0,6.38,6.31,4.05
7385,0.93,Premium,J,VS1,60.3,58.0,6.37,6.31,3.82
7386,1.51,Premium,I,VS1,63.0,59.0,7.3,7.28,4.59
7387,0.51,Ideal,H,SI1,61.3,57.0,5.1,5.14,3.14
7388,0.33,Ideal,H,VVS2,60.9,57.0,4.52,4.48,2.74
7389,1.53,Premium,E,VS2,61.6,58.0,7.35,7.32,4.52
7390,0.42,Premium,F,VVS2,60.3,59.0,4.83,4.86,2.92
7391,1.01,Premium,G,VS2,59.0,61.0,6.62,6.56,3.89
7392,0.55,Ideal,J,SI1,62.5,57.0,5.24,5.22,3.27
7393,1.01,Good,G,VVS1,63.1,59.0,6.33,6.42,4.02
7394,2.01,Premium,I,SI1,61.0,60.0,8.16,8.11,4.96
7395,0.76,Good,I,SI1,64.1,59.0,5.75,5.73,3.68
7396,0.74,Ideal,D,VS2,61.8,56.0,5.79,5.82,3.59
7397,1.52,Very Good,H,VS1,63.5,60.0,7.28,7.24,4.61
7398,0.3,Ideal,F,VVS1,62.1,55.0,4.32,4.31,2.68
7399,1.28,Ideal,G,VS1,62.7,53.0,6.94,6.97,4.36
7400,0.35,Ideal,E,SI2,61.7,56.0,4.53,4.55,2.8
7401,0.41,Good,G,SI2,63.7,55.0,4.7,4.75,3.01
7402,0.7,Ideal,F,VVS1,61.7,56.0,5.68,5.73,3.52
7403,0.34,Ideal,H,VS2,62.6,54.0,4.5,4.45,2.8
7404,0.54,Very Good,H,SI1,61.7,54.0,5.23,5.27,3.24
7405,0.7,Premium,F,SI2,59.6,58.0,5.79,5.72,3.43
7406,0.95,Premium,J,VVS2,62.6,59.0,6.23,6.26,3.91
7407,0.41,Ideal,E,SI1,61.8,56.0,4.77,4.78,2.95
7408,1.07,Ideal,I,SI1,61.7,56.0,6.59,6.57,4.06
7409,1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84
7410,0.33,Ideal,G,IF,61.0,55.0,4.49,4.52,2.75
7411,0.9,Very Good,H,SI1,61.9,59.0,6.17,6.21,3.83
7412,0.58,Very Good,J,VS2,62.9,58.0,5.3,5.32,3.34
7413,1.5,Very Good,H,SI1,62.6,57.0,7.26,7.3,4.56
7414,0.4,Premium,F,VS2,60.7,60.0,4.8,4.75,2.9
7415,0.55,Premium,F,VS2,62.5,58.0,5.25,5.22,3.27
7416,0.35,Ideal,D,SI1,61.6,57.0,4.54,4.55,2.8
7417,1.0,Good,D,SI2,64.0,59.0,6.29,6.24,4.01
7418,0.51,Very Good,G,VVS1,63.2,58.0,5.11,5.08,3.22
7419,1.0,Good,D,SI1,64.2,56.0,6.23,6.29,4.02
7420,0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74
7421,1.21,Ideal,D,VS1,60.1,60.0,6.92,6.99,4.18
7422,0.43,Ideal,G,VVS2,60.9,57.0,4.86,4.89,2.97
7423,0.5,Fair,D,VS2,63.7,57.0,5.05,4.9,3.17
7424,0.74,Good,H,SI1,62.4,65.0,5.78,5.71,3.59
7425,0.31,Ideal,G,VVS1,61.8,54.0,4.38,4.42,2.72
7426,0.64,Ideal,F,VS2,62.3,56.0,5.51,5.53,3.44
7427,0.3,Good,D,SI2,63.3,57.0,4.26,4.3,2.71
7428,2.28,Ideal,G,SI2,61.6,57.0,8.44,8.37,5.18
7429,0.57,Very Good,G,SI1,63.4,57.0,5.26,5.21,3.32
7430,0.41,Ideal,D,SI2,62.6,57.0,4.77,4.72,2.97
7431,0.81,Very Good,E,SI2,63.7,57.0,5.86,5.94,3.76
7432,1.01,Fair,E,I1,64.5,58.0,6.29,6.21,4.03
7433,0.38,Ideal,G,VVS2,62.0,57.0,4.64,4.66,2.89
7434,0.76,Very Good,F,VVS1,59.6,58.0,5.91,5.96,3.54
7435,1.03,Fair,G,SI1,66.1,56.0,6.26,6.2,4.12
7436,0.4,Premium,E,SI1,62.9,59.0,4.72,4.69,2.96
7437,0.57,Ideal,E,VS1,62.0,55.0,5.31,5.34,3.3
7438,1.54,Premium,J,SI1,61.2,59.0,7.45,7.41,4.55
7439,0.41,Ideal,E,VS1,62.1,55.0,4.75,4.78,2.96
7440,1.01,Very Good,G,SI1,63.0,57.0,6.28,6.35,3.98
7441,1.71,Premium,H,SI2,62.3,58.0,7.66,7.62,4.76
7442,0.91,Very Good,E,SI1,60.5,61.0,6.19,6.23,3.76
7443,1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53
7444,0.31,Ideal,F,IF,61.3,57.0,4.34,4.37,2.67
7445,0.81,Very Good,H,SI1,59.1,57.0,6.09,6.16,3.62
7446,0.33,Very Good,D,VVS2,60.8,58.0,4.47,4.48,2.72
7447,1.08,Ideal,D,SI2,61.6,57.0,6.58,6.62,4.07
7448,0.72,Ideal,F,VVS1,60.8,56.0,5.81,5.83,3.54
7449,1.03,Ideal,F,VS2,60.7,56.0,6.58,6.56,3.99
7450,0.48,Premium,E,SI1,60.4,62.0,5.07,5.03,3.05
7451,1.2,Premium,F,SI1,62.4,58.0,6.81,6.75,4.23
7452,0.63,Ideal,E,VS2,60.8,57.0,5.53,5.55,3.37
7453,0.33,Ideal,J,SI1,61.1,56.0,4.49,4.55,2.76
7454,0.75,Ideal,E,VS2,61.6,57.0,5.84,5.81,3.59
7455,0.43,Ideal,D,VS2,60.7,57.0,4.88,4.91,2.97
7456,0.71,Ideal,H,VVS1,61.8,56.0,5.7,5.75,3.54
7457,0.55,Premium,G,SI1,61.3,59.0,5.28,5.23,3.22
7458,1.01,Very Good,H,SI1,63.0,60.0,6.33,6.36,4.0
7459,1.01,Good,J,VS1,60.4,64.0,6.48,6.44,3.9
7460,0.72,Ideal,H,VVS1,61.5,57.0,5.74,5.76,3.54
7461,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84
7462,0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27
7463,0.77,Ideal,H,VS2,61.3,56.0,5.91,5.94,3.63
7464,2.3,Ideal,I,SI2,61.8,57.0,8.48,8.45,5.23
7465,0.31,Very Good,D,SI1,60.2,56.0,4.37,4.4,2.64
7466,0.57,Ideal,F,VS1,61.9,55.0,5.34,5.32,3.3
7467,0.31,Good,J,SI2,63.3,58.0,4.34,4.35,2.75
7468,0.59,Very Good,F,VS2,60.1,57.0,5.44,5.48,3.28
7469,0.32,Premium,F,VS2,61.5,58.0,4.42,4.39,2.71
7470,0.51,Ideal,G,VVS1,61.0,57.0,5.17,5.16,3.15
7471,0.31,Ideal,H,VVS1,62.0,54.0,4.34,4.37,2.7
7472,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15
7473,0.32,Ideal,E,VS1,61.5,56.0,4.38,4.4,2.7
7474,0.4,Ideal,I,VVS1,62.3,56.0,4.67,4.7,2.92
7475,1.23,Premium,J,VS2,62.7,58.0,6.81,6.77,4.26
7476,1.32,Ideal,G,VVS2,61.6,56.0,7.03,7.08,4.35
7477,1.02,Ideal,H,SI1,59.8,58.0,6.56,6.58,3.93
7478,1.07,Ideal,J,SI1,62.0,56.0,6.53,6.57,4.06
7479,1.27,Premium,H,SI1,60.2,58.0,7.04,6.99,4.22
7480,0.66,Ideal,E,SI2,61.9,55.0,5.61,5.64,3.48
7481,0.71,Very Good,I,SI1,62.6,63.0,5.61,5.54,3.49
7482,2.42,Premium,J,SI2,62.3,58.0,8.63,8.55,5.35
7483,1.15,Very Good,G,VS2,62.9,58.0,6.62,6.7,4.19
7484,1.22,Very Good,D,SI2,59.0,58.0,6.96,7.08,4.14
7485,0.51,Ideal,F,VVS2,62.4,57.0,5.08,5.12,3.18
7486,0.7,Fair,H,SI1,64.8,57.0,5.49,5.59,3.59
7487,0.36,Premium,D,SI1,60.1,57.0,4.66,4.62,2.79
7488,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96
7489,2.01,Premium,J,SI2,62.0,59.0,8.04,8.1,5.0
7490,1.19,Ideal,H,I1,60.3,57.0,6.83,6.93,4.15
7491,0.72,Ideal,E,SI1,60.8,55.0,5.77,5.84,3.53
7492,1.0,Premium,D,VVS2,58.3,61.0,6.55,6.48,3.8
7493,0.25,Very Good,E,VVS2,61.1,61.0,4.03,4.06,2.47
7494,0.7,Ideal,D,SI1,60.7,56.0,5.75,5.72,3.48
7495,1.03,Premium,H,I1,61.1,60.0,6.46,6.51,3.96
7496,0.41,Good,J,IF,63.5,54.0,4.7,4.75,3.0
7497,0.3,Premium,G,VS1,61.9,59.0,4.32,4.28,2.66
7498,0.32,Premium,D,VS2,60.3,60.0,4.42,4.44,2.67
7499,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21
7500,0.52,Very Good,G,VS1,61.7,56.0,5.17,5.21,3.2
7501,1.12,Ideal,H,SI1,62.7,56.0,6.66,6.61,4.16
7502,1.1,Ideal,F,I1,61.3,57.0,6.68,6.62,4.08
7503,1.01,Ideal,E,VS1,62.7,55.0,6.4,6.45,4.03
7504,0.52,Ideal,G,SI1,61.2,55.0,5.2,5.23,3.19
7505,0.72,Very Good,J,VS1,62.8,58.0,5.71,5.73,3.59
7506,1.01,Fair,G,SI1,65.1,57.0,6.27,6.22,4.07
7507,1.56,Ideal,F,SI1,62.7,57.0,7.34,7.39,4.62
7508,0.32,Very Good,D,SI1,62.9,56.0,4.38,4.4,2.76
7509,1.07,Premium,J,SI2,62.4,58.0,6.54,6.47,4.06
7510,0.9,Ideal,H,VS2,62.5,53.0,6.17,6.22,3.87
7511,1.51,Premium,H,IF,60.2,60.0,7.44,7.41,4.47
7512,0.25,Fair,E,VS1,55.2,64.0,4.21,4.23,2.33
7513,1.5,Premium,H,VVS2,62.9,59.0,7.31,7.26,4.58
7514,0.31,Ideal,F,IF,62.3,54.0,4.33,4.34,2.7
7515,2.0,Ideal,H,SI2,61.5,57.0,8.04,8.0,4.93
7516,0.52,Ideal,D,SI1,60.9,57.0,5.17,5.21,3.16
7517,1.19,Good,H,VS1,60.8,61.0,6.86,6.88,4.18
7518,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18
7519,1.0,Premium,D,SI2,59.5,62.0,6.52,6.49,3.87
7520,1.16,Good,F,SI2,63.7,63.0,6.55,6.63,4.2
7521,1.21,Ideal,F,VS2,61.5,56.0,6.87,6.83,4.21
7522,0.57,Ideal,F,SI1,61.4,57.0,5.35,5.3,3.27
7523,0.75,Very Good,I,SI1,63.7,56.0,5.73,5.77,3.66
7524,1.5,Good,D,SI2,62.4,61.0,7.23,7.36,4.55
7525,0.71,Premium,I,VVS2,61.9,60.0,5.75,5.69,3.54
7526,0.31,Ideal,F,VVS1,62.1,56.0,4.35,4.38,2.71
7527,0.31,Very Good,F,VVS2,62.0,55.0,4.34,4.38,2.7
7528,1.02,Very Good,G,SI1,62.9,56.0,6.36,6.4,4.01
